calc_id,boundary_condition_NZ,boundary_condition_X,boundary_condition_Y,boundary_condition_NX,boundary_condition_NY,boundary_condition_Z,load_time,rock_young_constant,rock_alpha_constant,concrete_init_temp,concrete_cheat,concrete_dt,concrete_norm_coeff,concrete_young_constant,concrete_alpha_constant,concrete_strength_time,steel_init_temp,bentonite_init_temp,bentonite_cheat,bentonite_dt,bentonite_young_constant,bentonite_alpha_constant,rw_init_temp,rw_cheat,rw_dt,rw_young_constant,rw_alpha_constant,rw_norm_coeff
0,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
1,1565273437.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
2,1686992187.5,7584257812.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
3,1686992187.5,6793242187.5,7559062500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
4,1686992187.5,6793242187.5,8865312500.0,6951445312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
5,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8081562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
6,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,1970507812.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
7,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,5.70099609375,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
8,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,58734765625.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
9,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.976171874999999e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
10,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,22.6484375,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
11,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1938.3984375,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
12,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.19015625,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
13,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,1.0826171875000001,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
14,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9019531250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
15,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,1.24318359375e-05,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
16,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,2077312.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
17,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,34.08984375,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
18,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,33.484375,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
19,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1263.7109375,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
20,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.167578125,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
21,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5998046875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
22,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,6.9425781249999996e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
23,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,37.640625,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
24,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,805.3125,2.4796875,11628906250.0,4.080078125e-06,1.0958984375
25,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.6428125,11628906250.0,4.080078125e-06,1.0958984375
26,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,9753906250.0,4.080078125e-06,1.0958984375
27,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.251953125e-06,1.0958984375
28,1686992187.5,6793242187.5,8865312500.0,8672695312.5,8026562500.0,2209492187.5,2.6926757812499997,61467578125.0,7.002734375e-06,16.5546875,1751.3671875,1.08234375,0.9322265625,9535156250.0,9.0029296875e-06,1503562.5,32.63671875,37.515625,1316.1328125,1.090234375,5044921875.0,7.139453125e-06,47.203125,812.8125,2.4796875,11628906250.0,4.080078125e-06,1.0783203125
29,1565273437.5,7584257812.5,7559062500.0,6951445312.5,8081562500.0,1970507812.5,5.70099609375,58734765625.0,7.976171874999999e-06,22.6484375,1938.3984375,1.19015625,1.0826171875000001,9019531250.0,1.24318359375e-05,2077312.5,34.08984375,33.484375,1263.7109375,1.167578125,5998046875.0,6.9425781249999996e-06,37.640625,805.3125,2.6428125,9753906250.0,4.251953125e-06,1.0783203125
30,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
31,1945273437.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
32,2066992187.5,9204257812.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
33,2066992187.5,8413242187.5,9319062500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
34,2066992187.5,8413242187.5,7105312500.0,8571445312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
35,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9841562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
36,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1590507812.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
37,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,3.71099609375,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
38,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,48134765625.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
39,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,6.576171875e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
40,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,18.6484375,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
41,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2358.3984375,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
42,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.43015625,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
43,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,0.9826171875,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
44,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11019531250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
45,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.03318359375e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
46,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,1213312.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
47,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,28.08984375,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
48,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,41.484375,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
49,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1043.7109375,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
50,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.967578125,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
51,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4998046875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
52,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,8.342578125e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
53,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,45.640625,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
54,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,645.3125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9958984375000001
55,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,2.1628125,9628906250.0,5.080078125e-06,0.9958984375000001
56,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,11753906250.0,5.080078125e-06,0.9958984375000001
57,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.251953125000001e-06,0.9958984375000001
58,2066992187.5,8413242187.5,7105312500.0,7052695312.5,9786562500.0,1829492187.5,4.6826757812499995,50867578125.0,5.6027343750000004e-06,20.5546875,2171.3671875,1.32234375,1.0322265625,11535156250.0,1.11029296875e-05,2367562.5,26.63671875,45.515625,1096.1328125,0.890234375,4044921875.0,5.739453125000001e-06,39.203125,652.8125,1.9996874999999998,9628906250.0,5.080078125e-06,0.9783203125000001
59,1945273437.5,9204257812.5,9319062500.0,8571445312.5,9841562500.0,1590507812.5,3.71099609375,48134765625.0,6.576171875e-06,18.6484375,2358.3984375,1.43015625,0.9826171875,11019531250.0,1.03318359375e-05,1213312.5,28.08984375,41.484375,1043.7109375,0.967578125,4998046875.0,8.342578125e-06,45.640625,645.3125,2.1628125,11753906250.0,5.251953125000001e-06,0.9783203125000001
60,2256992187.5,7603242187.5,9745312500.0,9482695312.5,8906562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
61,1755273437.5,7603242187.5,9745312500.0,9482695312.5,8906562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
62,2256992187.5,8394257812.5,9745312500.0,9482695312.5,8906562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
63,2256992187.5,7603242187.5,8439062500.0,9482695312.5,8906562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
64,2256992187.5,7603242187.5,9745312500.0,7761445312.5,8906562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
65,2256992187.5,7603242187.5,9745312500.0,9482695312.5,7201562500.0,1639492187.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
66,2256992187.5,7603242187.5,9745312500.0,9482695312.5,8906562500.0,1780507812.5,3.68767578125,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
67,2256992187.5,7603242187.5,9745312500.0,9482695312.5,8906562500.0,1639492187.5,2.71599609375,45567578125.0,6.3027343750000005e-06,22.5546875,2381.3671875,1.20234375,0.9822265625000001,8535156250.0,1.21529296875e-05,1071562.5,29.63671875,33.515625,986.1328125,1.190234375,5544921875.0,6.439453125e-06,43.203125,892.8125,2.7196875,8628906250.0,4.580078125000001e-06,0.9458984375
